timestamp,rainfall,pet,observed,forecast_xinanjiang,forecast_gr4j,forecast_rf,forecast_lstm
2008/6/18 0:00,0.0,0.2,98.2,281.5218060555414,138.15982438593738,97.8359184753842,68.66591666666665
2008/6/18 1:00,0.0,0.21,97.5,272.3750102149042,127.67607597260468,97.8359184753842,61.774630555555554
2008/6/18 2:00,0.02,0.21,97.0,252.1644254461346,119.04709229576045,97.06286394917986,53.444711018518504
2008/6/18 3:00,0.05,0.22,98.1,232.8611252761788,112.24097325096008,97.97427210164146,43.29081025617283
2008/6/18 4:00,0.1,0.22,100.5,241.21751887934826,115.9880539589674,100.63176283748052,37.38495209372428
2008/6/18 5:00,0.2,0.21,105.3,246.56812756622202,126.02712287966878,105.2592641609321,31.724027119296977
