index,timestamp,ensemble_forecast,observed,corrected_forecast
0,2008/6/18 0:00,154.02,98.2,101.11500000000001
1,2008/6/18 1:00,150.1,97.5,97.195
2,2008/6/18 2:00,148.5,97.0,95.595
3,2008/6/18 3:00,149.8,98.1,96.89500000000001
